loc1,loc2,loc3,loc4,loc5,loc6,loc7,loc8,loc9,loc10,loc11,loc12,loc13,loc14,loc15,loc16,loc17,loc18,loc19,loc20,loc21,loc22,loc23,loc24,loc25,loc26,loc27,loc28,loc29,loc30,loc31,loc32,loc33,loc34,loc35,loc36,Subject,Trial
0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,748
4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,11,749
0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,4,0,2,0,4,0,0,0,0,4,0,4,11,750
2,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,11,751
0,0,2,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,752
0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,11,753
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,754
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,755
0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,11,756
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,757
0,3,3,3,3,3,3,3,0,3,3,3,3,3,0,3,3,1,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,11,758
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,759
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,760
0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,761
0,3,3,0,3,0,3,3,0,3,0,3,0,0,3,0,0,3,0,2,3,3,3,3,3,3,0,0,0,3,0,3,3,0,3,0,11,762
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,763
0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,11,764
6,6,0,0,6,6,0,6,0,0,6,6,6,0,6,0,6,0,6,6,6,0,6,0,0,0,1,6,0,6,0,0,6,0,6,6,11,765
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,766
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,767
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,768
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,769
0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,11,770
0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,771
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,11,772
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,11,773
3,3,3,0,2,3,3,3,0,0,3,3,3,0,0,0,3,0,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,3,3,0,11,774
0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,11,775
4,0,4,0,4,4,0,0,4,0,4,4,0,4,0,0,4,4,0,4,4,0,0,4,4,1,0,4,4,0,4,4,4,0,0,0,11,776
0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,777
4,4,0,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,0,4,4,4,4,0,0,4,4,4,4,4,4,4,11,778
4,0,4,0,4,4,4,0,4,0,0,0,4,4,4,0,4,4,4,4,0,2,0,0,4,4,0,0,4,0,4,0,4,0,4,0,11,779
0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,780
4,0,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,1,4,11,781
0,6,0,0,6,0,0,0,6,0,0,0,0,6,0,0,0,6,0,6,0,0,0,0,0,6,1,6,0,0,6,0,0,0,0,0,11,782
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,783
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,11,784
6,6,6,6,0,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,6,6,1,6,6,6,0,6,6,6,6,6,6,6,6,6,11,785
1,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,0,3,3,11,786
5,5,5,0,5,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,1,5,11,787
0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,2,0,3,0,0,0,3,0,0,0,0,0,0,3,0,3,0,3,11,788
5,0,5,5,5,0,5,5,5,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,11,789
2,0,0,0,0,5,5,5,5,5,0,5,0,5,0,0,5,5,0,5,0,5,5,0,5,5,5,0,5,0,0,5,5,0,0,5,11,790
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,11,791
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,792
0,0,0,0,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,793
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,794
5,0,5,0,5,0,5,5,0,5,0,5,0,0,5,0,5,0,5,0,0,0,5,0,5,0,5,0,5,5,1,0,5,5,5,5,11,795
0,0,5,0,5,5,5,0,0,0,0,5,5,0,5,5,5,5,0,0,5,5,0,2,5,0,5,5,0,5,5,0,0,0,5,5,11,796
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,797
6,0,6,6,6,6,6,0,0,0,6,0,2,6,0,6,0,6,6,6,6,6,0,6,0,0,0,0,6,6,0,0,6,0,6,0,11,798
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,799
4,0,0,4,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,2,0,0,4,4,0,0,11,800
3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,0,3,12,1
0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,5,0,0,0,5,5,0,5,0,0,1,0,12,2
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3
0,6,0,6,0,0,0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,0,0,0,6,6,2,0,6,0,0,0,0,0,12,4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,5
5,5,0,2,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5,5,0,0,5,0,0,0,0,0,12,6
0,0,0,0,0,6,6,6,0,0,0,6,6,0,0,0,2,0,0,0,6,0,0,0,6,0,0,0,0,6,0,0,0,6,0,0,12,7
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8
0,6,6,2,6,6,6,6,6,6,6,0,6,6,6,6,6,0,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,12,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,10
4,4,4,0,0,0,0,0,4,4,0,4,4,0,4,0,4,0,0,4,1,0,4,4,4,0,4,4,0,4,4,4,0,4,0,0,12,11
6,6,0,0,6,0,0,6,0,0,0,6,6,6,0,1,6,6,6,6,6,0,0,0,6,6,0,6,6,6,0,0,6,0,0,6,12,12
6,6,6,6,6,6,6,6,6,1,6,6,0,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,12,13
3,3,0,3,3,0,3,3,0,3,3,0,1,0,3,3,0,0,3,0,0,0,0,3,3,3,3,0,3,0,3,3,0,0,3,0,12,14
4,4,4,4,4,4,4,0,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,2,4,4,4,4,4,4,12,15
0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,12,16
0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,12,17
4,4,4,4,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,1,4,4,4,0,4,4,0,4,4,4,4,4,4,4,12,18
5,5,5,5,0,5,5,5,1,0,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,5,5,5,5,5,5,12,19
0,5,5,0,0,5,5,0,0,5,5,0,0,5,0,5,0,0,5,5,1,5,5,0,0,5,5,5,5,5,0,5,0,5,0,0,12,20
0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,12,22
4,4,4,4,4,1,4,4,4,4,4,4,0,4,4,4,4,0,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,12,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,12,26
3,0,3,0,3,3,0,3,3,0,0,3,3,3,3,0,3,0,0,0,0,3,3,0,3,0,3,3,0,3,3,0,2,0,3,0,12,27
0,0,0,0,3,1,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,12,28
4,4,0,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,1,4,4,4,4,4,12,29
5,2,0,5,5,0,0,0,5,0,5,0,0,5,5,0,5,5,0,5,0,5,5,0,5,0,5,5,0,0,5,0,0,5,5,5,12,30
0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,4,0,0,0,12,31
4,4,4,0,4,4,4,4,0,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,2,4,4,4,12,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,33
3,3,0,3,3,0,0,3,0,3,0,0,3,0,3,3,0,0,3,1,3,0,0,3,0,3,3,3,3,0,0,3,3,3,0,0,12,34
0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,36
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,37
6,6,0,0,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0,6,1,6,6,6,6,6,6,6,6,6,6,6,12,38
4,0,0,4,4,4,0,4,0,0,4,4,4,0,0,4,0,0,4,4,4,0,0,4,0,4,0,4,4,4,4,0,4,0,2,0,12,39
0,4,0,0,0,0,4,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,2,4,4,0,0,0,12,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,12,41
6,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,0,6,6,6,0,6,6,6,6,6,6,12,42
3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,1,0,0,3,0,0,3,0,12,43
0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,12,44
0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,3,0,0,2,12,45
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,46
0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,47
0,4,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,1,4,0,4,0,0,0,0,0,0,4,0,0,0,4,0,4,0,12,48
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,49
4,0,0,0,4,0,0,0,0,0,0,0,4,4,0,4,2,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,4,12,50
4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,4,4,4,4,0,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,12,51
3,0,3,0,3,0,0,3,0,0,3,0,3,3,3,0,0,3,3,0,3,0,0,3,3,0,1,0,0,3,3,3,3,3,3,0,12,52
3,3,3,0,3,3,3,2,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,12,53
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,0,0,12,54
0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,12,55
6,6,0,0,6,6,0,2,0,0,0,6,0,6,6,0,0,6,6,0,6,6,6,0,0,6,6,6,6,6,6,6,0,0,0,0,12,56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,57
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,58
0,4,0,0,4,4,4,4,4,0,4,4,4,0,0,1,0,4,4,0,0,4,4,0,4,0,0,4,4,0,4,4,0,4,0,0,12,59
0,0,3,0,3,3,3,0,0,3,3,0,0,3,3,0,0,0,3,0,0,3,3,0,3,3,0,0,3,2,3,3,3,3,3,0,12,60
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,61
0,4,0,0,4,4,4,4,0,0,4,4,0,4,4,4,4,0,4,0,4,0,1,0,4,4,0,0,4,4,0,4,4,0,0,0,12,62
4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,0,4,4,4,0,4,4,4,4,4,0,4,4,12,63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,64
6,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,6,0,6,0,2,0,0,6,0,0,6,0,6,0,0,12,65
3,3,3,0,0,1,3,3,0,3,0,3,3,0,3,0,0,0,0,3,3,3,0,0,3,0,0,0,0,3,3,3,0,3,3,3,12,66
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,67
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,68
0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,12,69
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,70
5,0,5,0,0,5,0,5,0,5,0,0,0,0,5,5,5,0,5,5,0,5,5,0,5,0,5,0,2,5,5,5,5,0,5,0,12,71
0,0,4,0,0,0,0,0,4,0,0,0,4,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,2,0,4,0,4,0,12,72
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,12,73
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,74
6,0,6,6,6,6,0,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,2,6,6,6,6,6,12,75
0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,12,76
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,12,77
6,6,6,6,6,6,6,0,6,6,6,6,6,6,0,6,6,6,6,1,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,0,12,78
1,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,12,79
0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,4,0,12,80
5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,0,5,5,0,5,5,5,5,5,5,5,5,5,5,5,2,0,5,5,5,12,81
0,0,0,6,0,6,0,6,0,0,0,6,0,0,6,0,0,0,2,0,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,6,12,82
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,83
0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,2,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,12,84
3,3,0,3,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,12,85
4,4,4,4,4,4,4,0,0,4,4,4,4,4,0,4,0,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,86
0,5,5,0,5,5,0,0,0,5,5,0,0,5,5,0,0,0,2,5,5,5,0,5,5,5,5,0,0,5,0,0,5,5,0,5,12,87
0,6,6,6,0,6,0,0,0,0,6,0,6,0,6,0,6,0,6,2,6,6,6,6,0,6,6,6,6,0,0,0,6,6,0,0,12,88
4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,4,4,2,4,4,4,4,4,4,4,4,0,4,0,4,4,4,12,89
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,90
0,0,0,0,4,0,4,0,0,4,0,4,0,2,0,0,0,0,4,0,0,0,4,0,0,0,0,4,4,4,0,0,0,0,0,0,12,91
0,6,0,6,0,6,1,6,0,0,0,0,6,6,0,6,6,6,6,6,0,0,0,6,0,0,6,6,6,6,0,6,0,6,0,6,12,92
0,0,0,0,0,0,0,6,6,0,0,6,0,6,0,0,0,0,1,0,6,0,0,6,0,0,6,0,6,0,0,6,0,0,0,0,12,93
4,4,2,4,4,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,12,94
0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,4,0,4,4,0,0,0,0,0,4,0,1,4,0,0,0,0,0,4,12,95
5,0,5,5,0,0,5,5,0,5,0,5,0,5,0,0,0,5,0,0,5,5,5,5,0,5,5,0,5,0,0,5,5,5,0,1,12,96
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,97
0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,98
4,4,0,4,4,4,4,4,4,4,4,0,4,4,2,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,12,99
4,4,0,1,4,0,0,4,4,4,0,4,4,4,0,0,0,0,4,0,0,0,0,4,4,0,4,4,4,4,4,4,0,0,4,0,12,100
6,0,6,0,0,0,6,6,0,0,6,6,0,0,0,6,0,6,6,6,6,6,6,6,0,1,0,0,6,6,6,0,6,0,6,0,12,101
0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,102
3,3,0,0,0,0,2,0,0,3,0,0,3,3,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,12,103
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,104
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,105
6,6,6,0,6,6,0,6,6,0,6,6,6,1,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,12,106
3,3,0,1,3,3,0,3,0,3,0,0,0,3,0,3,3,3,3,0,0,0,3,3,3,0,0,3,3,3,0,3,0,0,0,3,12,107
0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,108
3,1,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,12,109
0,0,3,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,2,0,0,0,0,3,0,0,3,0,12,110
6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,0,6,6,12,111
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,112
0,6,6,6,6,6,6,1,6,6,0,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,12,113
6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,0,6,6,6,0,6,6,1,6,6,6,6,6,6,6,6,6,0,6,12,114
6,0,0,0,0,0,0,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,1,0,6,0,6,0,12,115
0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,12,116
0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,117
5,0,5,5,5,5,5,5,5,0,5,5,2,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,0,5,5,5,12,118
3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,12,119
4,4,0,4,4,4,4,4,4,4,0,4,4,4,2,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,12,120
0,0,0,6,6,6,6,0,0,0,0,6,0,0,6,6,6,6,6,6,0,0,0,0,6,0,6,6,6,2,6,6,6,0,0,6,12,121
0,0,4,4,0,0,0,0,2,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,4,4,0,0,0,4,0,0,12,122
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,123
4,4,4,4,1,4,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,0,4,4,4,4,4,4,12,124
0,0,0,0,0,4,4,4,0,0,0,0,0,4,0,0,4,0,0,0,4,0,4,0,0,0,0,1,4,4,0,0,0,0,0,0,12,125
0,0,3,0,0,3,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3,1,3,0,0,0,0,0,0,12,126
0,5,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,127
4,2,0,0,4,0,4,4,4,4,4,4,4,0,4,0,4,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,4,4,4,0,12,128
4,4,4,4,0,4,0,0,0,2,0,0,4,4,0,4,4,4,4,4,0,0,4,0,0,0,4,4,4,0,4,4,0,0,0,4,12,129
